1;0.0335747;0.0373615
2;0.0183551;0.018444
4;0.0140767;0.0153126
6;0.0139327;0.0139712
8;0.0139968;0.0119184
20;0.0190352;0.0178101
17;0.0154773;0.0156035
13;0.0151179;0.0151354
15;0.0129709;0.0129346
10;0.0171582;0.0171671
