1;0.0648808;0.0646093
2;0.0367787;0.0354055
4;0.0283666;0.0272801
6;0.0256949;0.0261508
8;0.0289577;0.0243121
10;0.0301081;0.0301069
15;0.0272562;0.0263887
17;0.0292906;0.0299873
20;0.0364475;0.026788
13;0.0273767;0.0273567
